time,asset,scope,active_power,active_energy
2021-08-16 23:00:10+00,ABB-115179-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,4973.02,120228000.0
2021-08-16 23:15:15+00,ABB-115179-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,8261.98,120230000.0
2021-08-16 23:30:15+00,ABB-115179-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,15682.49,120234000.0
2021-08-16 23:45:12+00,ABB-115179-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,18431.57,120238000.0
2021-08-17 00:00:15+00,ABB-115179-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,27963.44,120245000.0
2021-08-17 00:15:10+00,ABB-115179-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,31453.54,120253000.0
2021-08-17 00:30:10+00,ABB-115179-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,41783.43,120263000.0
2021-08-17 00:45:15+00,ABB-115179-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,43397.5,120274000.0
2021-08-17 01:00:15+00,ABB-115179-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,46551.23,120286000.0
2021-08-17 01:15:15+00,ABB-115179-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,53013.51,120299000.0
2021-08-17 01:30:09+00,ABB-115179-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,61092.83,120314000.0
2021-08-17 01:45:10+00,ABB-115179-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,67425.29,120331000.0
2021-08-17 02:00:10+00,ABB-115179-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,69800.21,120349000.0
2021-08-17 02:15:15+00,ABB-115179-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,73003.17,120366000.0
2021-08-17 02:30:15+00,ABB-115179-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,75439.97,120384000.0
2021-08-17 02:45:15+00,ABB-115179-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,80724.42,120403000.0
2021-08-17 03:00:09+00,ABB-115179-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,85303.21,120423000.0
2021-08-17 03:15:10+00,ABB-115179-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,90419.87,120445000.0
2021-08-17 03:30:15+00,ABB-115179-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,93210.29,120467000.0
2021-08-17 03:45:10+00,ABB-115179-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,83070.04,120487000.0
2021-08-17 04:00:15+00,ABB-115179-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,96380.1,120510000.0
2021-08-17 04:15:10+00,ABB-115179-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,97058.66,120533000.0
2021-08-17 04:30:09+00,ABB-115179-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,76976.45,120553000.0
2021-08-17 04:45:10+00,ABB-115179-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,90242.45,120575000.0
2021-08-17 05:00:15+00,ABB-115179-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,85649.4,120597000.0
2021-08-17 05:15:10+00,ABB-115179-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,53437.42,120610000.0
2021-08-17 05:30:15+00,ABB-115179-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,53731.19,120623000.0
2021-08-17 05:45:10+00,ABB-115179-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,61962.54,120639000.0
2021-08-17 06:00:15+00,ABB-115179-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,90805.7,120662000.0
2021-08-17 06:15:09+00,ABB-115179-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,66289.41,120678000.0
2021-08-17 06:30:10+00,ABB-115179-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,80002.17,120698000.0
2021-08-17 06:45:15+00,ABB-115179-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,54953.71,120712000.0
2021-08-17 07:00:10+00,ABB-115179-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,14396.13,120716000.0
2021-08-17 07:15:15+00,ABB-115179-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,48705.01,120728000.0
2021-08-17 07:30:10+00,ABB-115179-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,68620.6,120745000.0
2021-08-17 07:45:15+00,ABB-115179-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,63979.64,120761000.0
2021-08-17 08:00:09+00,ABB-115179-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,33047.41,120769000.0
2021-08-17 08:15:09+00,ABB-115179-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,14532.33,120773000.0
2021-08-17 08:30:10+00,ABB-115179-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,18140.84,120777000.0
2021-08-17 08:45:15+00,ABB-115179-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,11695.0,120780000.0
2021-08-17 09:00:10+00,ABB-115179-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,9798.2,120783000.0
2021-08-17 09:15:15+00,ABB-115179-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,8634.39,120785000.0
2021-08-17 09:30:10+00,ABB-115179-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,6353.47,120786000.0
2021-08-17 09:45:15+00,ABB-115179-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,4295.72,120787000.0
2021-08-17 10:00:09+00,ABB-115179-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,2807.79,120788000.0
2021-08-17 10:15:10+00,ABB-115179-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,2177.45,120789000.0
2021-08-17 10:30:15+00,ABB-115179-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,389.35,120789000.0
2021-08-17 10:45:10+00,ABB-115179-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,0.0,120789000.0
2021-08-17 11:00:15+00,ABB-115179-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,0.0,120789000.0
2021-08-17 11:15:10+00,ABB-115179-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,0.0,120789000.0
2021-08-17 11:30:15+00,ABB-115179-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,0.0,120789000.0
2021-08-17 11:45:15+00,ABB-115179-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,,
2021-08-17 12:00:15+00,ABB-115179-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,,
2021-08-17 12:15:16+00,ABB-115179-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,,
2021-08-17 12:30:15+00,ABB-115179-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,,
2021-08-17 12:45:15+00,ABB-115179-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,,
2021-08-17 13:00:16+00,ABB-115179-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,,
2021-08-17 13:15:15+00,ABB-115179-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,,
2021-08-17 13:30:15+00,ABB-115179-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,,
2021-08-17 13:45:15+00,ABB-115179-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,,
2021-08-17 14:00:16+00,ABB-115179-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,,
2021-08-17 14:15:15+00,ABB-115179-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,,
2021-08-17 14:30:15+00,ABB-115179-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,,
2021-08-17 14:45:16+00,ABB-115179-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,,
2021-08-17 15:00:15+00,ABB-115179-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,,
2021-08-17 15:15:15+00,ABB-115179-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,,
2021-08-17 15:30:16+00,ABB-115179-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,,
2021-08-17 15:45:15+00,ABB-115179-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,,
2021-08-17 16:00:15+00,ABB-115179-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,,
2021-08-17 16:15:16+00,ABB-115179-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,,
2021-08-14 17:00:12+00,ABB-115190-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,,
2021-08-14 17:15:10+00,ABB-115190-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,,
2021-08-14 17:30:10+00,ABB-115190-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,,
2021-08-14 17:45:15+00,ABB-115190-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,,
2021-08-14 18:00:15+00,ABB-115190-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,,
2021-08-14 18:15:12+00,ABB-115190-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,,
2021-08-14 18:30:12+00,ABB-115190-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,,
2021-08-14 18:45:10+00,ABB-115190-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,,
2021-08-14 19:00:10+00,ABB-115190-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,,
2021-08-14 19:15:15+00,ABB-115190-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,,
2021-08-14 19:30:15+00,ABB-115190-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,,
2021-08-14 19:45:12+00,ABB-115190-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,,
2021-08-14 20:00:10+00,ABB-115190-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,,
2021-08-14 20:15:10+00,ABB-115190-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,,
2021-08-14 20:30:15+00,ABB-115190-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,,
2021-08-14 20:45:15+00,ABB-115190-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,,
2021-08-14 21:00:12+00,ABB-115190-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,,
2021-08-14 21:15:10+00,ABB-115190-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,,
2021-08-14 21:30:10+00,ABB-115190-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,,
2021-08-14 21:45:15+00,ABB-115190-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,,
2021-08-14 22:00:15+00,ABB-115190-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,,
2021-08-14 22:15:12+00,ABB-115190-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,,
2021-08-14 22:30:12+00,ABB-115190-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,0.0,110292000.0
2021-08-14 22:45:10+00,ABB-115190-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,323.7,110292000.0
2021-08-14 23:00:10+00,ABB-115190-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,1330.9,110292000.0
2021-08-14 23:15:15+00,ABB-115190-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,2388.54,110293000.0
2021-08-14 23:30:15+00,ABB-115190-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,3515.75,110294000.0
2021-08-14 23:45:12+00,ABB-115190-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,4809.31,110295000.0
2021-08-15 00:00:15+00,ABB-115190-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,7290.92,110297000.0
2021-08-15 00:15:10+00,ABB-115190-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,9480.26,110299000.0
2021-08-15 00:30:10+00,ABB-115190-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,10698.01,110302000.0
2021-08-15 00:45:15+00,ABB-115190-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,10822.38,110305000.0
2021-08-15 01:00:15+00,ABB-115190-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,12407.06,110308000.0
2021-08-15 01:15:15+00,ABB-115190-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,13379.97,110311000.0
2021-08-15 01:30:09+00,ABB-115190-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,15754.46,110316000.0
2021-08-15 01:45:10+00,ABB-115190-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,22107.82,110323000.0
2021-08-15 02:00:10+00,ABB-115190-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,32876.79,110331000.0
2021-08-15 02:15:15+00,ABB-115190-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,40813.83,110341000.0
2021-08-15 02:30:15+00,ABB-115190-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,44685.42,110352000.0
2021-08-15 02:45:15+00,ABB-115190-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,46452.11,110364000.0
2021-08-15 03:00:09+00,ABB-115190-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,53872.2,110377000.0
2021-08-15 03:15:10+00,ABB-115190-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,56936.94,110391000.0
2021-08-15 03:30:15+00,ABB-115190-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,50465.94,110404000.0
2021-08-15 03:45:10+00,ABB-115190-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,52565.53,110417000.0
2021-08-15 04:00:15+00,ABB-115190-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,58366.08,110432000.0
2021-08-15 04:15:10+00,ABB-115190-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,34934.16,110441000.0
2021-08-15 04:30:09+00,ABB-115190-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,30181.74,110448000.0
2021-08-15 04:45:10+00,ABB-115190-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,38655.55,110458000.0
2021-08-15 05:00:15+00,ABB-115190-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,42678.16,110468000.0
2021-08-15 05:15:10+00,ABB-115190-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,38439.99,110478000.0
2021-08-15 05:30:15+00,ABB-115190-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,30330.39,110486000.0
2021-08-15 05:45:10+00,ABB-115190-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,57815.77,110500000.0
2021-08-15 06:00:15+00,ABB-115190-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,38169.11,110510000.0
2021-08-15 06:15:09+00,ABB-115190-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,42655.61,110520000.0
2021-08-15 06:30:10+00,ABB-115190-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,51483.5,110533000.0
2021-08-15 06:45:15+00,ABB-115190-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,33188.43,110541000.0
2021-08-15 07:00:10+00,ABB-115190-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,43982.37,110552000.0
2021-08-15 07:15:15+00,ABB-115190-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,49396.75,110565000.0
2021-08-15 07:30:10+00,ABB-115190-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,94140.41,110588000.0
2021-08-15 07:45:15+00,ABB-115190-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,79725.97,110608000.0
2021-08-15 08:00:09+00,ABB-115190-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,37620.59,110618000.0
2021-08-15 08:15:09+00,ABB-115190-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,57862.16,110632000.0
2021-08-15 08:30:10+00,ABB-115190-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,28647.13,110639000.0
2021-08-15 08:45:15+00,ABB-115190-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,22794.46,110645000.0
2021-08-15 09:00:10+00,ABB-115190-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,20580.32,110650000.0
2021-08-15 09:15:15+00,ABB-115190-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,17000.77,110654000.0
2021-08-15 09:30:10+00,ABB-115190-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,14437.88,110658000.0
2021-08-15 09:45:15+00,ABB-115190-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,22934.07,110664000.0
2021-08-15 10:00:09+00,ABB-115190-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,24505.64,110670000.0
2021-08-15 10:15:10+00,ABB-115190-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,9081.76,110672000.0
2021-08-15 10:30:15+00,ABB-115190-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,3173.33,110673000.0
2021-08-15 10:45:10+00,ABB-115190-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,1323.34,110673000.0
2021-08-15 11:00:15+00,ABB-115190-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,147.76,110673000.0
2021-08-15 11:15:10+00,ABB-115190-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,0.0,110673000.0
2021-08-15 11:30:15+00,ABB-115190-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,0.0,110673000.0
2021-08-15 11:45:15+00,ABB-115190-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,,
2021-08-15 12:00:15+00,ABB-115190-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,,
2021-08-15 12:15:16+00,ABB-115190-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,,
2021-08-15 12:30:15+00,ABB-115190-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,,
2021-08-15 12:45:15+00,ABB-115190-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,,
2021-08-15 13:00:16+00,ABB-115190-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,,
2021-08-15 13:15:15+00,ABB-115190-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,,
2021-08-15 13:30:15+00,ABB-115190-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,,
2021-08-15 13:45:15+00,ABB-115190-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,,
2021-08-15 14:00:16+00,ABB-115190-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,,
2021-08-15 14:15:15+00,ABB-115190-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,,
2021-08-15 14:30:15+00,ABB-115190-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,,
2021-08-15 14:45:16+00,ABB-115190-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,,
2021-08-15 15:00:15+00,ABB-115190-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,,
2021-08-15 15:15:15+00,ABB-115190-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,,
2021-08-15 15:30:16+00,ABB-115190-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,,
2021-08-15 15:45:15+00,ABB-115190-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,,
2021-08-15 16:00:15+00,ABB-115190-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,,
2021-08-15 16:15:16+00,ABB-115190-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,,
2021-08-15 17:00:12+00,ABB-115190-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,,
2021-08-15 17:15:10+00,ABB-115190-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,,
2021-08-15 17:30:10+00,ABB-115190-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,,
2021-08-15 17:45:15+00,ABB-115190-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,,
2021-08-15 18:00:15+00,ABB-115190-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,,
2021-08-15 18:15:12+00,ABB-115190-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,,
2021-08-15 18:30:12+00,ABB-115190-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,,
2021-08-15 18:45:10+00,ABB-115190-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,,
2021-08-15 19:00:10+00,ABB-115190-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,,
2021-08-15 19:15:15+00,ABB-115190-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,,
2021-08-15 19:30:15+00,ABB-115190-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,,
2021-08-15 19:45:12+00,ABB-115190-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,,
2021-08-15 20:00:10+00,ABB-115190-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,,
2021-08-15 20:15:10+00,ABB-115190-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,,
2021-08-15 20:30:15+00,ABB-115190-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,,
2021-08-15 20:45:15+00,ABB-115190-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,,
2021-08-15 21:00:12+00,ABB-115190-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,,
2021-08-15 21:15:10+00,ABB-115190-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,,
2021-08-15 21:30:10+00,ABB-115190-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,,
2021-08-15 21:45:15+00,ABB-115190-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,,
2021-08-15 22:00:15+00,ABB-115190-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,,
2021-08-15 22:15:12+00,ABB-115190-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,,
2021-08-15 22:30:12+00,ABB-115190-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,0.0,110673000.0
2021-08-15 22:45:10+00,ABB-115190-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,507.78,110673000.0
2021-08-15 23:00:10+00,ABB-115190-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,1680.2,110674000.0
2021-08-15 23:15:15+00,ABB-115190-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,2722.94,110674000.0
2021-08-15 23:30:15+00,ABB-115190-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,3886.56,110675000.0
2021-08-15 23:45:12+00,ABB-115190-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,6230.27,110677000.0
2021-08-16 00:00:15+00,ABB-115190-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,10747.18,110679000.0
2021-08-16 00:15:10+00,ABB-115190-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,16387.76,110684000.0
2021-08-16 00:30:10+00,ABB-115190-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,22541.68,110689000.0
2021-08-16 00:45:15+00,ABB-115190-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,28905.52,110696000.0
2021-08-16 01:00:15+00,ABB-115190-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,35029.79,110705000.0
2021-08-16 01:15:15+00,ABB-115190-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,41570.56,110716000.0
2021-08-16 01:30:09+00,ABB-115190-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,47073.34,110727000.0
2021-08-16 01:45:10+00,ABB-115190-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,52595.96,110740000.0
2021-08-16 02:00:10+00,ABB-115190-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,57409.22,110755000.0
2021-08-16 02:15:15+00,ABB-115190-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,62309.65,110769000.0
2021-08-16 02:30:15+00,ABB-115190-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,67124.52,110785000.0
2021-08-16 02:45:15+00,ABB-115190-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,72248.5,110802000.0
2021-08-16 03:00:09+00,ABB-115190-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,77796.42,110821000.0
2021-08-16 03:15:10+00,ABB-115190-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,84082.59,110841000.0
2021-08-16 03:30:15+00,ABB-115190-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,87232.83,110862000.0
2021-08-16 03:45:10+00,ABB-115190-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,86139.9,110882000.0
2021-08-16 04:00:15+00,ABB-115190-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,90489.48,110904000.0
2021-08-16 04:15:10+00,ABB-115190-3Q15-4020,b107e879-e80b-499d-9e12-2b8c0a6cb4bf,89269.16,110925000.0
